"Region","Regional Contact","Regional Review","Regional Contact Comments","Project","Species","Caribou Ecotype","Caribou Population Unit","Management Area","WLH ID","Animal ID","Sex","Life Stage","Calf at Heel","Ear Tag Right","Ear Tag Left","Device ID","Radio Frequency","Re-capture","Trans-location","Collar Type","Collar Make","Collar Model","Satellite Network","Capture Date","Capture Date Year","Capture Date Month","Capture UTM Zone","Capture UTM Easting","Capture UTM Northing","Release Date","Animal Status","Collar Status","Collar Status Details","Deactivated?","Mortality Date","Malfunction Date","Retreival Date","Mortality UTM Zone","Mortality UTM Easting","Mortality UTM Northing","Max Transmission Date","2014/3","2014/4","2014/5","2014/6","2014/7","2014/8","2014/9","2014/10","2014/11","2014/12","2015/1","2015/2","2015/3","2015/4","2015/5","2015/6","2015/7","2015/8","2015/9","2015/10","2015/11","2015/12","2016/01","2016/02","2016/03","2016/04","2016/05","2016/06","2016/07","2016/08","2016/09","2016/10","2016/11","2016/12","2017/01","2017/02","2017/03","2017/04","2017/05","2017/06","2017/07","2017/08","2017/09","2017/10","2017/11","2017/12","2018/01","2018/02","2018/03","2018/04","2018/05","2018/06","2018/07","2018/08","2018/09","2018/10","2018/11","2018/12","2019/1","2019/2","2019/3","2019/4","2019/5","2019/6","2019/7","2019/8","2019/9","2019/10","2019/11","2019/12","2020/01","2020/02","Mortality Review","Comments","Database Notes","CID"
"Cariboo","Carolyn Shores","","","Itcha-Ilgachuz_Rainbow_CharlotteAlplands Telemetry 2018-2023","Caribou","Southern Mountain-north group","Itcha-Ilgachuz","","17-10793","7","F","","","","","101801.0","150.19","N","N","GPS","Lotek","Lifecycle Pro 360 with timed dropoff","","43171.0","2018.0","3.0","10.0","372188.0","5774520.0","","Alive","Deployed","Active","","","","","","","","43667.917094907","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.0","9.0","7.0","12.0","12.0","11.0","14.0","9.0","6.0","11.0","12.0","8.0","13.0","8.0","16.0","13.0","8.0","","","","","","","","",".  ","","35.0"
"Cariboo","Carolyn Shores","","","Itcha-Ilgachuz_Rainbow_CharlotteAlplands Telemetry 2018-2023","Caribou","Southern Mountain-north group","Itcha-Ilgachuz","","17-10785","8","F","","","","","101803.0","150.22","N","N","GPS","Lotek","Lifecycle Pro 360 with timed dropoff","","43172.0","2018.0","3.0","10.0","398601.0","5770273.0","","Unknown","Deployed","Malfunction","","","43282.0","","","","","43281.709155093","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.0","6.0","10.0","14.0","","","","","","","","","","","","","","","","","","","","","",".  *Moved to Rainbows in May 2018","Malfunction","44.0"
"Cariboo","Carolyn Shores","","","Itcha-Ilgachuz_Rainbow_CharlotteAlplands Telemetry 2018-2023","Caribou","Southern Mountain-north group","Itcha-Ilgachuz","","17-10788","24","F","","","","","101819.0","150.66","N","N","GPS","Lotek","Lifecycle Pro 330","Globalstar","43171.0","2018.0","3.0","10.0","402146.0","5774514.0","","Mortality","Retrieved","Mortality","","43647.0","","43648.0","","","","43640.292453704","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.0","6.0","4.0","5.0","8.0","5.0","7.0","8.0","4.0","5.0","6.0","6.0","9.0","3.0","4.0","2.0","","","","","","","","","Email alert Jul 1, mortality file Aug 1, 2019",".  ","","276.0"
"Cariboo","Carolyn Shores","","","Itcha-Ilgachuz_Rainbow_CharlotteAlplands Telemetry 2018-2023","Caribou","Southern Mountain-north group","Itcha-Ilgachuz","","17-10791","25","F","","","","","101820.0","150.67","N","N","GPS","Lotek","Lifecycle Pro 360 with timed dropoff","","43172.0","2018.0","3.0","10.0","407612.0","5774333.0","","Alive","Deployed","Active","","","","","","","","43872.667071759","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.0","10.0","11.0","18.0","13.0","7.0","10.0","9.0","8.0","10.0","8.0","6.0","7.0","7.0","8.0","12.0","11.0","8.0","12.0","11.0","8.0","12.0","5.0","3.0","",".  ","","280.0"
"Cariboo","Carolyn Shores","","","Itcha-Ilgachuz_Rainbow_CharlotteAlplands Telemetry 2018-2023","Caribou","Southern Mountain-north group","Itcha-Ilgachuz","","17-10770","29","F","","","","","101824.0","150.74","N","N","GPS","Lotek","Lifecycle Pro 360 with timed dropoff","","43167.0","2018.0","3.0","10.0","374843.0","5777591.0","","Unknown","Deployed","Malfunction","","","43366.0","","","","","43364.584155093","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.0","10.0","7.0","3.0","13.0","7.0","4.0","","","","","","","","","","","","","","","","","","",".  ","Malfunction","46.0"
"Cariboo","Carolyn Shores","","","Itcha-Ilgachuz_Rainbow_CharlotteAlplands Telemetry 2018-2023","Caribou","Southern Mountain-north group","Itcha-Ilgachuz","","17-10761","30","F","","","","","101825.0","150.76","N","N","GPS","Lotek","Lifecycle Pro 360 with timed dropoff","","43167.0","2018.0","3.0","10.0","374661.0","5774908.0","","Unknown","Deployed","Malfunction","","","43411.0","","","","","43399.250069444","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.0","7.0","2.0","8.0","1.0","5.0","3.0","7.0","","","","","","","","","","","","","","","","","",".  ","Malfunction","49.0"
"Cariboo","Carolyn Shores","","","Itcha-Ilgachuz_Rainbow_CharlotteAlplands Telemetry 2018-2023","Caribou","Southern Mountain-north group","Itcha-Ilgachuz","","17-10772","9","F","","","","","101804.0","150.25","N","N","GPS","Lotek","Lifecycle Pro 360 with timed dropoff","","43168.0","2018.0","3.0","10.0","416340.0","5776235.0","","Mortality","Retrieved","Mortality","","43308.0","","43309.0","10.0","406868.0","5837723.0","43304.459131944","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.0","10.0","16.0","22.0","5.0","","","","","","","","","","","","","","","","","","","","",".  Probable wolf Predation","","51.0"
"Cariboo","Carolyn Shores","","","Itcha-Ilgachuz_Rainbow_CharlotteAlplands Telemetry 2018-2023","Caribou","Southern Mountain-north group","Itcha-Ilgachuz","","17-10776","10","F","","","","","101805.0","150.28","N","N","GPS","Lotek","Lifecycle Pro 330","Globalstar","43170.0","2018.0","3.0","10.0","412753.0","5781047.0","","Unknown","Deployed","Malfunction","","","43424.0","","","","","43417.125393519","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.0","11.0","10.0","21.0","15.0","16.0","10.0","7.0","5.0","","","","","","","","","","","","","","","","",".  ","Malfunction","57.0"
"Cariboo","Carolyn Shores","","","Itcha-Ilgachuz_Rainbow_CharlotteAlplands Telemetry 2018-2023","Caribou","Southern Mountain-north group","Itcha-Ilgachuz","","17-10749","46","M","","","","","101884.0","151.34","N","N","GPS","Lotek","Lifecycle Pro 360 with timed dropoff","","43170.0","2018.0","3.0","10.0","400326.0","5774272.0","","Mortality","Retrieved","Mortality","","43181.0","","43186.0","10.0","404158.0","5770389.0","43175.000833333","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.0","","","","","","","","","","","","","","","","","","","","","","","","",".  Cougar Predation","","69.0"
"Cariboo","Carolyn Shores","","","Itcha-Ilgachuz_Rainbow_CharlotteAlplands Telemetry 2018-2023","Caribou","Southern Mountain-north group","Itcha-Ilgachuz","","17-10775","47","M","","","","","101885.0","151.35","N","N","GPS","Lotek","Lifecycle Pro 360 with timed dropoff","","43170.0","2018.0","3.0","10.0","404393.0","5776215.0","","Mortality","Retrieved","Mortality","","43329.0","","43332.0","","","","43328.83412037","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.0","5.0","7.0","12.0","7.0","2.0","","","","","","","","","","","","","","","","","","","Email alert Aug 17, 2018.",".  Probable bear predation ","","70.0"
"Cariboo","Carolyn Shores","","","Itcha-Ilgachuz_Rainbow_CharlotteAlplands Telemetry 2018-2023","Caribou","Southern Mountain-north group","Itcha-Ilgachuz","","17-10786","48","M","","","","","101886.0","151.38","N","N","GPS","Lotek","Lifecycle Pro 360 with timed dropoff","","43171.0","2018.0","3.0","10.0","412897.0","5777577.0","","Unknown","Deployed","Malfunction","","","43270.0","","","","","43269.7925","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.0","4.0","8.0","7.0","","","","","","","","","","","","","","","","","","","","","",".  ","Malfunction","72.0"
"Cariboo","Carolyn Shores","","","Itcha-Ilgachuz_Rainbow_CharlotteAlplands Telemetry 2018-2023","Caribou","Southern Mountain-north group","Itcha-Ilgachuz","","17-10748","6","F","","","","","101800.0","150.14","N","N","GPS","Lotek","Lifecycle Pro 360 with timed dropoff","","43169.0","2018.0","3.0","10.0","401428.0","5767390.0","","Alive","Deployed","Active","","","","","","","","43879.709155093","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.0","14.0","7.0","22.0","17.0","17.0","14.0","19.0","24.0","17.0","4.0","1.0","4.0","17.0","18.0","14.0","13.0","9.0","15.0","30.0","17.0","12.0","5.0","3.0","",".  *Moved to Rainbows in May 2018","","26.0"
"Cariboo","Carolyn Shores","","","Itcha-Ilgachuz_Rainbow_CharlotteAlplands Telemetry 2018-2023","Caribou","Southern Mountain-north group","Itcha-Ilgachuz","","17-10764","50","M","","","","","101888.0","151.78","N","N","GPS","Lotek","Lifecycle Pro 360 with timed dropoff","","43170.0","2018.0","3.0","10.0","412236.0","5781892.0","","Mortality","Retrieved","Mortality","","43338.0","","43339.0","10.0","425006.0","5837108.0","43335.875243056","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.0","11.0","5.0","18.0","7.0","8.0","","","","","","","","","","","","","","","","","","","Email alert Aug 26, 2018.",".  Health related - Compound fracture rear right leg; Mortality site 2.4km from mortality alert location","","85.0"
"Cariboo","Carolyn Shores","","","Itcha-Ilgachuz_Rainbow_CharlotteAlplands Telemetry 2018-2023","Caribou","Southern Mountain-north group","Itcha-Ilgachuz","","17-10753","26","F","","","","","101821.0","150.68","N","N","GPS","Lotek","Lifecycle Pro 360 with timed dropoff","","43169.0","2018.0","3.0","10.0","366933.0","5791599.0","","Unknown","Deployed","Malfunction","","","43488.0","","","","","43487.542048611","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.0","9.0","14.0","9.0","10.0","5.0","10.0","5.0","6.0","3.0","","","","","","","","","","","","","","",".  ","Malfunction","98.0"
"Cariboo","Carolyn Shores","","","Itcha-Ilgachuz_Rainbow_CharlotteAlplands Telemetry 2018-2023","Caribou","Southern Mountain-north group","Itcha-Ilgachuz","","17-10751","27","F","","","","","101822.0","150.7","N","N","GPS","Lotek","Lifecycle Pro 330","Globalstar","43171.0","2018.0","3.0","10.0","402479.0","5774639.0","","Mortality","Retrieved","Mortality","","43192.0","","43194.0","10.0","406212.0","5765484.0","43190.167083333","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.0","","","","","","","","","","","","","","","","","","","","","","","","",".  Mortality most likely occurred on march 30th. Did not send mort signal until April 3rd.","","102.0"
"Cariboo","Carolyn Shores","","","Itcha-Ilgachuz_Rainbow_CharlotteAlplands Telemetry 2018-2023","Caribou","Southern Mountain-north group","Itcha-Ilgachuz","","17-10780","28","F","","","","","101823.0","150.72","N","N","GPS","Lotek","Lifecycle Pro 330","Globalstar","43172.0","2018.0","3.0","10.0","402835.0","5768828.0","","Alive","Deployed","Potential Mortality","","","","","","","","43829.333715278","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.0","10.0","12.0","4.0","3.0","5.0","7.0","5.0","7.0","4.0","2.0","6.0","4.0","8.0","6.0","3.0","2.0","6.0","2.0","12.0","41.0","","","",".  ","","105.0"
"Cariboo","Carolyn Shores","","","Itcha-Ilgachuz_Rainbow_CharlotteAlplands Telemetry 2018-2023","Caribou","Southern Mountain-north group","Itcha-Ilgachuz","","17-10763","31","M","","","","","101869.0","150.78","N","N","GPS","Lotek","Lifecycle Pro 360 with timed dropoff","","43168.0","2018.0","3.0","10.0","417129.0","5776040.0","","Unknown","Deployed","Malfunction","","","43515.0","","","","","43511.3753125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.0","8.0","10.0","8.0","6.0","1.0","2.0","7.0","6.0","7.0","11.0","7.0","","","","","","","","","","","","","",".  ","Malfunction","199.0"
"Cariboo","Carolyn Shores","","","Itcha-Ilgachuz_Rainbow_CharlotteAlplands Telemetry 2018-2023","Caribou","Southern Mountain-north group","Itcha-Ilgachuz","","17-10755","32","M","","","","","101870.0","150.82","N","N","GPS","Lotek","Lifecycle Pro 360 with timed dropoff","","43171.0","2018.0","3.0","10.0","380697.0","5780435.0","","Unknown","Deployed","Malfunction","","","43312.0","","","","","43310.959143519","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.0","15.0","8.0","12.0","8.0","","","","","","","","","","","","","","","","","","","","",".  ","Malfunction","205.0"
"Cariboo","Carolyn Shores","","","Itcha-Ilgachuz_Rainbow_CharlotteAlplands Telemetry 2018-2023","Caribou","Southern Mountain-north group","Itcha-Ilgachuz","","17-10781","12","F","","","","","101807.0","150.37","N","N","GPS","Lotek","Lifecycle Pro 330","Globalstar","43169.0","2018.0","3.0","10.0","393251.0","5774068.0","","Unknown","Deployed","Malfunction","","","43323.0","","","","","43310.416354167","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.0","8.0","5.0","11.0","","","","","","","","","","","","","","","","","","","","",".  ","Malfunction","206.0"
"Cariboo","Carolyn Shores","","","Itcha-Ilgachuz_Rainbow_CharlotteAlplands Telemetry 2018-2023","Caribou","Southern Mountain-north group","Itcha-Ilgachuz","","17-10744","13","F","","","","","101808.0","150.4","N","N","GPS","Lotek","Lifecycle Pro 330","Globalstar","43169.0","2018.0","3.0","10.0","401400.0","5767391.0","","Alive","Deployed","Active","","","","","","","","43647.333541667","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.0","8.0","4.0","6.0","8.0","3.0","6.0","11.0","2.0","3.0","2.0","1.0","5.0","6.0","6.0","7.0","1.0","","","","","","","","",".  ","","214.0"
"Cariboo","Carolyn Shores","","","Itcha-Ilgachuz_Rainbow_CharlotteAlplands Telemetry 2018-2023","Caribou","Southern Mountain-north group","Itcha-Ilgachuz","","17-10792","14","F","","","","","101809.0","150.45","N","N","GPS","Lotek","Lifecycle Pro 330","Globalstar","43172.0","2018.0","3.0","10.0","388526.0","5790265.0","","Mortality","Retrieved","Mortality","","43549.0","","43551.0","","","","43548.750439815","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.0","18.0","13.0","22.0","9.0","16.0","8.0","10.0","6.0","1.0","3.0","11.0","10.0","","","","","","","","","","","","MORTALITY - spatial review, last data 26/03/2019. Email alert 25-Mar-19, and mortality file 23-Mar-19.",".  ","","227.0"
"Cariboo","Carolyn Shores","","","Itcha-Ilgachuz_Rainbow_CharlotteAlplands Telemetry 2018-2023","Caribou","Southern Mountain-north group","Itcha-Ilgachuz","","17-10746","15","F","","","","","101810.0","150.47","N","N","GPS","Lotek","Lifecycle Pro 330","Globalstar","43172.0","2018.0","3.0","10.0","387927.0","5789928.0","","Mortality","Retrieved","Mortality","","43332.0","","43332.0","10.0","364975.0","5836323.0","43323.417476852","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.0","7.0","6.0","7.0","8.0","3.0","","","","","","","","","","","","","","","","","","","Email alert 20-Aug-18",".  Probable wolf Predation","","229.0"
"Cariboo","Carolyn Shores","","","Itcha-Ilgachuz_Rainbow_CharlotteAlplands Telemetry 2018-2023","Caribou","Southern Mountain-north group","Itcha-Ilgachuz","","17-10784","39","M","","","","","101877.0","151.05","N","N","GPS","Lotek","Lifecycle Pro 360 with timed dropoff","","43170.0","2018.0","3.0","10.0","365703.0","5799942.0","","Unknown","Deployed","Malfunction","","","43356.0","","","","","43354.292465278","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.0","5.0","5.0","14.0","12.0","12.0","4.0","","","","","","","","","","","","","","","","","","",".  *Moved to N.Tweedsmuir in May 2018","Malfunction","242.0"
"Cariboo","Carolyn Shores","","","Itcha-Ilgachuz_Rainbow_CharlotteAlplands Telemetry 2018-2023","Caribou","Southern Mountain-north group","Itcha-Ilgachuz","","17-10766","16","F","","","","","101811.0","150.5","N","N","GPS","Lotek","Lifecycle Pro 330","Globalstar","43169.0","2018.0","3.0","10.0","366868.0","5791730.0","","Alive","Deployed","Active","","","","","","","","43880.250729167","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.0","16.0","6.0","12.0","6.0","13.0","3.0","24.0","8.0","13.0","4.0","5.0","12.0","8.0","15.0","18.0","16.0","7.0","16.0","14.0","14.0","12.0","9.0","4.0","Email alert Jul 17, mortality file Aug 1, 2019",".  ","","246.0"
"Cariboo","Carolyn Shores","","","Itcha-Ilgachuz_Rainbow_CharlotteAlplands Telemetry 2018-2023","Caribou","Southern Mountain-north group","Itcha-Ilgachuz","","17-10752","17","F","","","","","101812.0","150.52","N","N","GPS","Lotek","Lifecycle Pro 330","Globalstar","43168.0","2018.0","3.0","10.0","416492.0","5776208.0","","Unknown","Deployed","Malfunction","","","43245.0","","","","","43244.333726852","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.0","7.0","10.0","","","","","","","","","","","","","","","","","","","","","","",".  ","Malfunction","248.0"
"Cariboo","Carolyn Shores","","","Itcha-Ilgachuz_Rainbow_CharlotteAlplands Telemetry 2018-2023","Caribou","Southern Mountain-north group","Itcha-Ilgachuz","","17-10787","18","F","","","","","101813.0","150.53","N","N","GPS","Lotek","Lifecycle Pro 330","Globalstar","43172.0","2018.0","3.0","10.0","402590.0","5769237.0","","Unknown","Deployed","Malfunction","","","43554.0","","","","","43549.83375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.0","2.0","9.0","9.0","14.0","12.0","6.0","5.0","8.0","5.0","6.0","9.0","8.0","","","","","","","","","","","","",".  ","Malfunction","252.0"
"Cariboo","Carolyn Shores","","","Itcha-Ilgachuz_Rainbow_CharlotteAlplands Telemetry 2018-2023","Caribou","Southern Mountain-north group","Itcha-Ilgachuz","","17-10790","19","F","","","","","101814.0","150.54","N","N","GPS","Lotek","Lifecycle Pro 360 with timed dropoff","","43171.0","2018.0","3.0","10.0","380434.0","5779447.0","","Unknown","Unknown","Malfunction","","","43187.0","","","","","43184.209189815","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.0","","","","","","","","","","","","","","","","","","","","","","","","",".  ","Malfunction","254.0"
"Cariboo","Carolyn Shores","","","Itcha-Ilgachuz_Rainbow_CharlotteAlplands Telemetry 2018-2023","Caribou","Southern Mountain-north group","Itcha-Ilgachuz","","17-10769","20","F","","","","","101815.0","150.56","N","N","GPS","Lotek","Lifecycle Pro 330","Globalstar","43168.0","2018.0","3.0","10.0","404034.0","5768682.0","","Alive","Deployed","Active","","","","","","","","43687.417268519","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.0","5.0","7.0","9.0","6.0","5.0","4.0","1.0","4.0","6.0","4.0","4.0","4.0","8.0","5.0","5.0","1.0","5.0","","","","","","","",".  ","","258.0"
"Cariboo","Carolyn Shores","","","Itcha-Ilgachuz_Rainbow_CharlotteAlplands Telemetry 2018-2023","Caribou","Southern Mountain-north group","Itcha-Ilgachuz","","17-10762","21","F","","","","","101816.0","150.58","N","N","GPS","Lotek","Lifecycle Pro 330","Globalstar","43168.0","2018.0","3.0","10.0","419873.0","5783578.0","","Unknown","Deployed","Malfunction","","","43331.0","","","","","43330.459166667","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.0","13.0","17.0","19.0","17.0","12.0","","","","","","","","","","","","","","","","","","","",".  ","Malfunction","262.0"
"Cariboo","Carolyn Shores","","","Itcha-Ilgachuz_Rainbow_CharlotteAlplands Telemetry 2018-2023","Caribou","Southern Mountain-north group","Itcha-Ilgachuz","","17-10778","22","F","","","","","101817.0","150.62","N","N","GPS","Lotek","Lifecycle Pro 330","Globalstar","43170.0","2018.0","3.0","10.0","418588.0","5778613.0","","Alive","Deployed","Active","","","","","","","","43862.916886574","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","11.0","8.0","5.0","4.0","3.0","4.0","4.0","7.0","9.0","3.0","4.0","4.0","2.0","8.0","9.0","5.0","6.0","9.0","8.0","5.0","3.0","5.0","1.0","",".  ","","271.0"
"Cariboo","Carolyn Shores","","","Itcha-Ilgachuz_Rainbow_CharlotteAlplands Telemetry 2018-2023","Caribou","Southern Mountain-north group","Itcha-Ilgachuz","","17-10758","23","F","","","","","101818.0","150.64","N","N","GPS","Lotek","Lifecycle Pro 360 with timed dropoff","","43169.0","2018.0","3.0","10.0","421574.0","5783835.0","","Alive","Deployed","Active","","","","","","","","43880.250590278","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.0","9.0","14.0","17.0","15.0","9.0","6.0","16.0","5.0","8.0","7.0","4.0","3.0","14.0","8.0","11.0","12.0","11.0","8.0","12.0","15.0","7.0","5.0","4.0","",".  ","","273.0"
"Cariboo","Carolyn Shores","","","Itcha-Ilgachuz_Rainbow_CharlotteAlplands Telemetry 2018-2023","Caribou","Southern Mountain-north group","Itcha-Ilgachuz","","17-10760","1","F","","","","","101794.0","150.04","N","N","GPS","Lotek","Lifecycle Pro 360 with timed dropoff","","43168.0","2018.0","3.0","10.0","403387.0","5772537.0","","Alive","Deployed","Active","","","","","","","","43718.833738426","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.0","4.0","9.0","6.0","7.0","14.0","5.0","8.0","10.0","1.0","4.0","7.0","3.0","5.0","6.0","4.0","5.0","3.0","2.0","","","","","","",".  ","","292.0"
"Cariboo","Carolyn Shores","","","Itcha-Ilgachuz_Rainbow_CharlotteAlplands Telemetry 2018-2023","Caribou","Southern Mountain-north group","Itcha-Ilgachuz","","17-10789","2","F","","","","","101796.0","150.07","N","N","GPS","Lotek","Lifecycle Pro 330","Globalstar","43170.0","2018.0","3.0","10.0","394504.0","5770553.0","","Unknown","Deployed","Malfunction","","","43601.0","","","","","43600.750671296","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.0","7.0","14.0","13.0","14.0","15.0","4.0","6.0","4.0","5.0","6.0","6.0","8.0","4.0","8.0","","","","","","","","","","",".  ","Malfunction","302.0"
